/m/07jqjx;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/01znc_;9;3
/m/0gkr9q;/award/award_category/winners./award/award_honor/ceremony;/m/07y9ts;2;3
/m/02lmk;/people/person/spouse_s./people/marriage/type_of_union;/m/01g63y;2903;1
/m/05v10;/location/country/form_of_government;/m/06cx9;56;1
/m/0f7hw;/film/film/genre;/m/02l7c8;59;1
/m/054kmq;/soccer/football_player/current_team./sports/sports_team_roster/team;/m/0xbm;20;94
/m/0lh0c;/people/person/nationality;/m/09c7w0;76;1
/m/02c7k4;/film/film/production_companies;/m/01795t;10;1
/m/028tv0;/music/performance_role/regular_performances./music/group_membership/group;/m/016vn3;3;21
/m/028tv0;/music/performance_role/regular_performances./music/group_membership/group;/m/0394y;7;28
/m/07rd7;/film/director/film;/m/09g7vfw;1;4
/m/03ryn;/base/aareas/schema/administrative_area/administrative_parent;/m/02j71;2;1
/m/01j5ws;/people/person/spouse_s./people/marriage/type_of_union;/m/01g63y;1327;1
/m/03bx0bm;/music/performance_role/regular_performances./music/group_membership/group;/m/0khth;9;48
/m/0d4jl;/people/person/employment_history./business/employment_tenure/company;/m/01j_x;101;146
/m/0pm85;/music/genre/artists;/m/082brv;74;412
/m/0pm85;/music/genre/artists;/m/0143q0;15;26
/m/0h25;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0g9wd99;2483;48
/m/0gcrg;/film/film/country;/m/09c7w0;257;1
/m/08nz99;/people/person/nationality;/m/09c7w0;33;1
/m/05dppk;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/0kvgnq;452;341
/m/0gjcrrw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0jgd;3;1
/m/019fv4;/location/statistical_region/religions./location/religion_percentage/religion;/m/03_gx;190;1
/m/017t44;/location/location/contains;/m/018jcq;7;19
/m/02b0y3;/soccer/football_team/current_roster./sports/sports_team_roster/position;/m/0dgrmp;256;1
/m/06x58;/film/actor/film./film/performance/film;/m/03nqnnk;1104;1090
/m/01p_2p;/music/genre/artists;/m/01vsy95;42;29
/m/0gkz15s;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/015fr;2;1
/m/05g76;/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season;/m/025ygqm;2;1
/m/01rr31;/common/topic/webpage./common/webpage/category;/m/08mbj5d;4062;1
/m/019v9k;/education/educational_degree/people_with_this_degree./education/education/institution;/m/01r3y2;1;23
/m/019v9k;/education/educational_degree/people_with_this_degree./education/education/institution;/m/02qvvv;3;230
/m/018d6l;/people/person/nationality;/m/07ssc;128;2
/m/017z49;/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue;/m/018cvf;144;5
/m/0164r9;/film/actor/film./film/performance/film;/m/01jwxx;54;62
/m/03t95n;/film/film/music;/m/01mkn_d;258;5
/m/02gm9n;/award/award_category/winners./award/award_honor/ceremony;/m/0466p0j;5;1
/m/014g91;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;479;1
/m/0l6mp;/olympics/olympic_games/sports;/m/0w0d;2;4
/m/06pcz0;/people/person/profession;/m/0dxtg;253;1
/m/028kj0;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09vw2b7;19;1
/m/016kb7;/film/actor/film./film/performance/film;/m/0b4lkx;421;538
/m/060c4;/organization/role/leaders./organization/leadership/organization;/m/02lv2v;1;76
/m/060c4;/organization/role/leaders./organization/leadership/organization;/m/02y9bj;1;20
/m/060c4;/organization/role/leaders./organization/leadership/organization;/m/02j04_;1;67
/m/0170s4;/film/actor/film./film/performance/film;/m/02d003;95;165
/m/0299hs;/film/film/genre;/m/01jfsb;69;3
/m/07bsj;/people/person/place_of_birth;/m/0nbwf;1230;58
/m/04hzj;/organization/organization_member/member_of./organization/organization_membership/organization;/m/04k4l;128;2
/m/07g7h2;/people/person/place_of_birth;/m/0ftxw;4280;3258
/m/01rtm4;/education/educational_institution/school_type;/m/01rs41;89;2
/m/059kh;/music/genre/parent_genre;/m/06rqw;5;30
/m/059kh;/music/genre/artists;/m/01vvyfh;4;57
/m/059kh;/music/genre/artists;/m/0p3r8;4;87
/m/03rqww;/people/person/profession;/m/0dgd_;15;3
/m/042xh;/people/person/gender;/m/02zsn;10054;2
/m/0jfx1;/people/person/nationality;/m/09c7w0;108;3
/m/0ddfwj1;/common/topic/webpage./common/webpage/category;/m/08mbj5d;2694;1
/m/016t_3;/education/educational_degree/people_with_this_degree./education/education/major_field_of_study;/m/03ytc;1;9
/m/016t_3;/education/educational_degree/people_with_this_degree./education/education/institution;/m/02kxx1;4;263
/m/02vjp3;/film/film/other_crew./film/film_crew_gig/crewmember;/m/0272kv;1852;7916
/m/02j9z;/location/location/contains;/m/03rt9;1;14
/m/0d05w3;/military/military_combatant/military_conflicts./military/military_combatant_group/combatants;/m/0g970;7;30
/m/0l56b;/people/person/profession;/m/0n1h;751;10
/m/013cr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02x8n1n;93;6
/m/051wwp;/people/person/nationality;/m/09c7w0;19;1
/m/01bgqh;/award/award_category/winners./award/award_honor/ceremony;/m/02rjjll;2;1
/m/02mt4k;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02x4sn8;5;2
/m/03bzyn4;/film/film/executive_produced_by;/m/03c9pqt;13;1
/m/013nky;/education/educational_institution/colors;/m/083jv;237;2
/m/09fqgj;/film/film/country;/m/07ssc;58;1
/m/016z68;/people/person/gender;/m/05zppz;8602;1
/m/02y_rq5;/award/award_category/nominees./award/award_nomination/nominated_for;/m/01fwzk;14;254
/m/04sskp;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/0htlr;197;1716
/m/03g90h;/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium;/m/0dq6p;218;3
/m/02n9jv;/people/profession/specialization_of;/m/012t_z;920;18
/m/0pkr1;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/065ym0c;9;11
/m/01tmng;/award/ranked_item/appears_in_ranked_lists./award/ranking/list;/m/01ptsx;30;1
/m/0bhwhj;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mkj;11;1
/m/027r8p;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0ck27z;25;1
/m/027jq2;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gqng;130;33
/m/01g5kv;/people/person/profession;/m/0dxtg;131;2
/m/02z9hqn;/film/film/language;/m/03_9r;5;1
/m/01hvjx;/film/film/genre;/m/0cshrf;61;28
/m/03pvt;/common/topic/webpage./common/webpage/category;/m/08mbj5d;6778;1
/m/05slvm;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0bsjcw;58;12
/m/0bh8tgs;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05v10;58;24
/m/04cf_l;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;230;1
/m/052hl;/award/award_nominee/award_nominations./award/award_nomination/award;/m/054ks3;272;25
/m/0dq3c;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/02l48d;3;18
/m/0dq3c;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/01b39j;1;5
/m/0kv238;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05b4w;1;1
/m/0fy6bh;/time/event/instance_of_recurring_event;/m/0g_w;1;1
/m/0164nb;/common/topic/webpage./common/webpage/category;/m/08mbj5d;7829;1
/m/028k57;/film/actor/film./film/performance/film;/m/0gtsx8c;4;18
/m/04kllm9;/medicine/symptom/symptom_of;/m/035482;9;27
/m/04hpck;/people/person/places_lived./people/place_lived/location;/m/01tlmw;284;7
/m/03339m;/music/genre/artists;/m/03j_hq;20;15
/m/03hpr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/06196;51;11
/m/01tgwv;/award/award_category/disciplines_or_subjects;/m/06n90;6;3
/m/0123qq;/tv/tv_program/languages;/m/02h40lc;5;1
/m/0gffmn8;/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue;/m/05qtj;1;2
/m/05mlqj;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/07q0g5;2;2
/m/0dr89x;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05qhw;21;5
/m/02lhm2;/people/person/profession;/m/0dxtg;59;1
/m/0f1jhc;/people/person/nationality;/m/09c7w0;1;1
/m/06z6r;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/0bjv6;1;1
/m/06z6r;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/07fb6;1;28
/m/01hlwv;/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location;/m/05r7t;26;44
/m/0k57l;/people/person/gender;/m/05zppz;6383;1
/m/01vwyqp;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01cw7s;117;53
/m/0jz71;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;305;1
/m/0h08p;/music/genre/artists;/m/01w60_p;23;102
/m/0p_47;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09qvc0;88;4
/m/02gt5s;/location/location/contains;/m/0vg8x;3;4
/m/012x4t;/music/group_member/membership./music/group_membership/group;/m/01v0sx2;7;1
/m/04mz10g;/people/person/place_of_birth;/m/0f2tj;820;73
/m/031b3h;/award/award_category/winners./award/award_honor/ceremony;/m/013b2h;2;1
/m/06jzh;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;115;10
/m/0gvs1kt;/film/film/genre;/m/02n4kr;269;6
/m/0gvs1kt;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0f8l9c;3;2
/m/03qhnx;/location/location/time_zones;/m/02llzg;1441;1
/m/0ggq0m;/music/genre/artists;/m/012vd6;44;391
/m/0gqxm;/award/award_category/nominees./award/award_nomination/nominated_for;/m/05nlx4;10;190
/m/09qvf4;/award/award_category/category_of;/m/0gcf2r;1;1
/m/027c924;/award/award_category/winners./award/award_honor/award_winner;/m/04sry;3;1
/m/0f4_l;/film/film/genre;/m/0219x_;447;13
/m/039bp;/people/person/languages;/m/02h40lc;761;1
/m/01_4mn;/business/business_operation/industry;/m/01mw1;3;1
/m/014l7h;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/0g5lhl7;1;1
/m/02flpq;/award/award_category/winners./award/award_honor/ceremony;/m/01s695;2;1
/m/047gn4y;/film/film/language;/m/02h40lc;29;1
/m/0c0zq;/film/film/film_festivals;/m/0bmj62v;590;7
/m/0grwj;/people/person/profession;/m/03gjzk;139;1
/m/040njc;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0jwvf;3;303
/m/040njc;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0dr3sl;29;268
/m/043q6n_;/people/person/place_of_birth;/m/030qb3t;192;2
/m/081pw;/film/film_subject/films;/m/05cvgl;9;939
/m/0184jw;/film/actor/film./film/performance/film;/m/01chpn;4155;453
/m/01_0f7;/film/film/country;/m/07ssc;27;1
/m/07gknc;/film/actor/dubbing_performances./film/dubbing_performance/language;/m/02h40lc;47;1
/m/027r7k;/film/film/genre;/m/03npn;605;18
/m/027r7k;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/09c7w0;57;1
/m/0dfw0;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09zzb8;32;1
/m/013zdg;/education/educational_degree/people_with_this_degree./education/education/institution;/m/01rc6f;9;147
/m/0638kv;/people/person/place_of_birth;/m/0f2nf;144;16
/m/043js;/people/person/nationality;/m/09c7w0;6;1
/m/080nwsb;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03rt9;43;5
/m/09jwl;/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person;/m/016k62;5;555
/m/0b76d_m;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09vw2b7;162;2
/m/027s39y;/film/film/featured_film_locations;/m/02_286;3025;7
/m/05yvfd;/people/person/nationality;/m/03rk0;1;1
/m/0fhxv;/people/person/gender;/m/05zppz;9199;1
/m/0fhxv;/people/person/places_lived./people/place_lived/location;/m/0bdg5;906;299
/m/0421v9q;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05qhw;3;1
/m/092_25;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/02lfns;4;4
/m/04p5cr;/tv/tv_program/genre;/m/07s9rl0;2;1
/m/0c4hgj;/time/event/locations;/m/030qb3t;4112;16
/m/03z9585;/film/film/produced_by;/m/027z0pl;1;1
/m/015pxr;/people/person/gender;/m/05zppz;9912;1
/m/04j_gs;/film/actor/film./film/performance/film;/m/0gx1bnj;740;756
/m/01rwcgb;/people/person/profession;/m/0dz3r;274;4
/m/09p5mwg;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/01xy5l_;827;13
/m/01j7mr;/tv/tv_program/languages;/m/02h40lc;14;1
/m/0gx_p;/film/actor/film./film/performance/film;/m/02tktw;1056;1829
/m/0640m69;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0ch6mp2;72;1
/m/02qvyrt;/award/award_category/nominees./award/award_nomination/nominated_for;/m/02_kd;32;273
/m/05t7c1;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/02j62;147;1
/m/05rznz;/base/aareas/schema/administrative_area/administrative_area_type;/m/0hzc9wc;4;1
/m/03clwtw;/film/film/country;/m/0345h;989;1
/m/01mt1fy;/people/person/nationality;/m/09c7w0;8;1
/m/06t8b;/award/award_nominee/award_nominations./award/award_nomination/award;/m/019f4v;21;4
/m/01cwcr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02xj3rw;1362;88
/m/017zq0;/education/educational_institution/students_graduates./education/education/student;/m/0cmt6q;1564;7580
/m/01hp22;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/06t8v;3;4
/m/02lyr4;/sports/sports_position/players./sports/sports_team_roster/team;/m/01d5z;2;2
/m/05zjx;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/02h2vv;4532;1175
/m/05mv4;/education/educational_institution/students_graduates./education/education/student;/m/085pr;392;778
/m/01c1px;/people/person/profession;/m/0dxtg;56;1
/m/02k6rq;/people/person/profession;/m/02hrh1q;15;1
/m/09jrf;/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office;/m/0bq0p9;49;4
/m/06mzp;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics;/m/0sx92;3;2
/m/0mj0c;/people/person/nationality;/m/09c7w0;26;1
/m/01gtcq;/government/legislative_session/members./government/government_position_held/district_represented;/m/04ych;2;1
/m/0crh5_f;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05r4w;40;3
/m/01hw6wq;/common/topic/webpage./common/webpage/category;/m/08mbj5d;9853;1
/m/07j8r;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0jgd;54;4
/m/01cj6y;/film/actor/film./film/performance/film;/m/011ysn;67;51
/m/06dv3;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09sb52;7;6
/m/01n7q;/location/location/contains;/m/0dwh5;1;10
/m/03cxqp5;/people/person/gender;/m/05zppz;1715;1
/m/0ft7sr;/people/person/profession;/m/02ynfr;148;5
/m/06fcqw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07ssc;1;1
/m/09jd9;/people/person/profession;/m/0cbd2;56;1
/m/01t3h6;/location/location/time_zones;/m/02hcv8;184;1
/m/0c40vxk;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/012wgb;98;26
/m/011j5x;/music/genre/artists;/m/0l8g0;2;15
/m/064t9;/music/genre/artists;/m/0djc3s;4;38
/m/063fh9;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/01vx2h;4;1
/m/023zl;/education/educational_institution/school_type;/m/05jxkf;292;3
/m/02tq2r;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03rbj2;13;1
/m/05d6q1;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/043sct5;6;114
/m/049mql;/film/film/language;/m/02h40lc;9;1
/m/01wmjkb;/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency;/m/09nqf;7;1
/m/0jvtp;/people/deceased_person/place_of_death;/m/04qdj;2195;1456
/m/07t90;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/01mkq;3;1
/m/01vs5c;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/041y2;122;19
/m/0rlz;/government/politician/government_positions_held./government/government_position_held/basic_title;/m/060c4;1;1
/m/0dky9n;/people/person/gender;/m/05zppz;9106;1
/m/01b9z4;/people/person/place_of_birth;/m/0xn7b;30;25
/m/07h1tr;/people/person/gender;/m/05zppz;9305;1
/m/01gf5h;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/03r0g9;67;8
/m/0chrx;/location/location/time_zones;/m/02fqwt;8;1
/m/05g_nr;/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team;/m/026dqjm;5;2
/m/05wkw;/education/field_of_study/students_majoring./education/education/major_field_of_study;/m/05qfh;55;13
/m/0g83dv;/film/film/music;/m/012ljv;19;2
/m/02x4sn8;/award/award_category/nominees./award/award_nomination/nominated_for;/m/03vyw8;2;100
/m/02r9p0c;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;206;1
/m/0bpm4yw;/film/film/costume_design_by;/m/03y1mlp;10;1
/m/0dwt5;/music/performance_role/regular_performances./music/group_membership/role;/m/0j871;28;33
/m/07gkgp;/people/person/nationality;/m/0d060g;2087;23
/m/035qgm;/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club;/m/0j46b;18;67
/m/05kj_;/location/statistical_region/religions./location/religion_percentage/religion;/m/01s5nb;9;2
/m/02_kd;/award/award_winning_work/awards_won./award/award_honor/award;/m/02pqp12;292;29
/m/0d05q4;/location/country/form_of_government;/m/018wl5;22;3
/m/01x73;/location/statistical_region/religions./location/religion_percentage/religion;/m/01s5nb;2;1
/m/04l5b4;/sports/sports_team/colors;/m/01l849;153;3
/m/070ltt;/tv/tv_program/country_of_origin;/m/09c7w0;1;1
/m/01gsvb;/government/legislative_session/members./government/government_position_held/district_represented;/m/04rrd;1;1
/m/01d259;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06t2t;41;5
/m/07rzf;/film/actor/film./film/performance/film;/m/046f3p;366;293
