/m/0gkr9q;/award/award_category/winners./award/award_honor/ceremony;/m/07y9ts;2;3
/m/02lmk;/people/person/spouse_s./people/marriage/type_of_union;/m/01g63y;2038;1
/m/05v10;/location/country/form_of_government;/m/06cx9;11;1
/m/0f7hw;/film/film/genre;/m/02l7c8;103;1
/m/054kmq;/soccer/football_player/current_team./sports/sports_team_roster/team;/m/0xbm;16;99
/m/0lh0c;/people/person/nationality;/m/09c7w0;72;1
/m/02c7k4;/film/film/production_companies;/m/01795t;22;1
/m/028tv0;/music/performance_role/regular_performances./music/group_membership/group;/m/016vn3;1;10
/m/028tv0;/music/performance_role/regular_performances./music/group_membership/group;/m/0394y;5;100
/m/07rd7;/film/director/film;/m/09g7vfw;1;4
/m/03ryn;/base/aareas/schema/administrative_area/administrative_parent;/m/02j71;2;1
/m/01j5ws;/people/person/spouse_s./people/marriage/type_of_union;/m/01g63y;679;1
/m/03bx0bm;/music/performance_role/regular_performances./music/group_membership/group;/m/0khth;8;17
/m/0d4jl;/people/person/employment_history./business/employment_tenure/company;/m/01j_x;127;94
/m/0pm85;/music/genre/artists;/m/082brv;108;472
/m/0pm85;/music/genre/artists;/m/0143q0;10;17
/m/0h25;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0g9wd99;334;27
/m/0gcrg;/film/film/country;/m/09c7w0;339;1
/m/08nz99;/people/person/nationality;/m/09c7w0;14;1
/m/05dppk;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/0kvgnq;106;84
/m/0gjcrrw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0jgd;3;2
/m/019fv4;/location/statistical_region/religions./location/religion_percentage/religion;/m/03_gx;4276;5
/m/017t44;/location/location/contains;/m/018jcq;16;10
/m/02b0y3;/soccer/football_team/current_roster./sports/sports_team_roster/position;/m/0dgrmp;216;2
/m/06x58;/film/actor/film./film/performance/film;/m/03nqnnk;81;138
/m/01p_2p;/music/genre/artists;/m/01vsy95;28;7
/m/0gkz15s;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/015fr;1;1
/m/05g76;/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season;/m/025ygqm;1;1
/m/01rr31;/common/topic/webpage./common/webpage/category;/m/08mbj5d;136;1
/m/019v9k;/education/educational_degree/people_with_this_degree./education/education/institution;/m/01r3y2;1;45
/m/019v9k;/education/educational_degree/people_with_this_degree./education/education/institution;/m/02qvvv;3;192
/m/018d6l;/people/person/nationality;/m/07ssc;350;3
/m/017z49;/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue;/m/018cvf;40;1
/m/0164r9;/film/actor/film./film/performance/film;/m/01jwxx;27;7
/m/03t95n;/film/film/music;/m/01mkn_d;340;17
/m/02gm9n;/award/award_category/winners./award/award_honor/ceremony;/m/0466p0j;2;1
/m/014g91;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;471;1
/m/0l6mp;/olympics/olympic_games/sports;/m/0w0d;2;5
/m/06pcz0;/people/person/profession;/m/0dxtg;37;1
/m/028kj0;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09vw2b7;42;1
/m/016kb7;/film/actor/film./film/performance/film;/m/0b4lkx;139;28
/m/060c4;/organization/role/leaders./organization/leadership/organization;/m/02lv2v;1;12
/m/060c4;/organization/role/leaders./organization/leadership/organization;/m/02y9bj;2;15
/m/060c4;/organization/role/leaders./organization/leadership/organization;/m/02j04_;1;14
/m/0170s4;/film/actor/film./film/performance/film;/m/02d003;82;272
/m/0299hs;/film/film/genre;/m/01jfsb;27;1
/m/07bsj;/people/person/place_of_birth;/m/0nbwf;1269;28
/m/04hzj;/organization/organization_member/member_of./organization/organization_membership/organization;/m/04k4l;58;3
/m/07g7h2;/people/person/place_of_birth;/m/0ftxw;460;8
/m/01rtm4;/education/educational_institution/school_type;/m/01rs41;101;2
/m/059kh;/music/genre/parent_genre;/m/06rqw;3;7
/m/059kh;/music/genre/artists;/m/01vvyfh;4;14
/m/059kh;/music/genre/artists;/m/0p3r8;4;65
/m/03rqww;/people/person/profession;/m/0dgd_;1;1
/m/042xh;/people/person/gender;/m/02zsn;199;2
/m/0jfx1;/people/person/nationality;/m/09c7w0;100;1
/m/0ddfwj1;/common/topic/webpage./common/webpage/category;/m/08mbj5d;1491;1
/m/016t_3;/education/educational_degree/people_with_this_degree./education/education/major_field_of_study;/m/03ytc;1;4
/m/016t_3;/education/educational_degree/people_with_this_degree./education/education/institution;/m/02kxx1;3;143
/m/02vjp3;/film/film/other_crew./film/film_crew_gig/crewmember;/m/0272kv;167;229
/m/02j9z;/location/location/contains;/m/03rt9;2;228
/m/0d05w3;/military/military_combatant/military_conflicts./military/military_combatant_group/combatants;/m/0g970;4;15
/m/0l56b;/people/person/profession;/m/0n1h;286;1
/m/013cr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02x8n1n;63;4
/m/051wwp;/people/person/nationality;/m/09c7w0;50;1
/m/01bgqh;/award/award_category/winners./award/award_honor/ceremony;/m/02rjjll;1;1
/m/02mt4k;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02x4sn8;5;2
/m/03bzyn4;/film/film/executive_produced_by;/m/03c9pqt;20;4
/m/013nky;/education/educational_institution/colors;/m/083jv;317;1
/m/09fqgj;/film/film/country;/m/07ssc;18;1
/m/016z68;/people/person/gender;/m/05zppz;10;1
/m/02y_rq5;/award/award_category/nominees./award/award_nomination/nominated_for;/m/01fwzk;18;78
/m/04sskp;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/0htlr;167;1305
/m/03g90h;/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium;/m/0dq6p;73;3
/m/02n9jv;/people/profession/specialization_of;/m/012t_z;2496;12
/m/0pkr1;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/065ym0c;14;14
/m/01tmng;/award/ranked_item/appears_in_ranked_lists./award/ranking/list;/m/01ptsx;2;1
/m/0bhwhj;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mkj;3;1
/m/027r8p;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0ck27z;20;1
/m/027jq2;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gqng;22;3
/m/01g5kv;/people/person/profession;/m/0dxtg;211;1
/m/02z9hqn;/film/film/language;/m/03_9r;16;2
/m/01hvjx;/film/film/genre;/m/0cshrf;1;9
/m/03pvt;/common/topic/webpage./common/webpage/category;/m/08mbj5d;3170;1
/m/05slvm;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0bsjcw;48;4
/m/0bh8tgs;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05v10;34;17
/m/04cf_l;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;248;1
/m/052hl;/award/award_nominee/award_nominations./award/award_nomination/award;/m/054ks3;15;2
/m/0dq3c;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/02l48d;3;36
/m/0dq3c;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/01b39j;1;21
/m/0kv238;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05b4w;3;1
/m/0fy6bh;/time/event/instance_of_recurring_event;/m/0g_w;1;1
/m/0164nb;/common/topic/webpage./common/webpage/category;/m/08mbj5d;726;1
/m/028k57;/film/actor/film./film/performance/film;/m/0gtsx8c;1;2
/m/04kllm9;/medicine/symptom/symptom_of;/m/035482;7;11
/m/04hpck;/people/person/places_lived./people/place_lived/location;/m/01tlmw;2673;298
/m/03339m;/music/genre/artists;/m/03j_hq;37;26
/m/03hpr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/06196;9;5
/m/01tgwv;/award/award_category/disciplines_or_subjects;/m/06n90;7;1
/m/0123qq;/tv/tv_program/languages;/m/02h40lc;5;1
/m/0gffmn8;/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue;/m/05qtj;14;8
/m/05mlqj;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/07q0g5;2;2
/m/0dr89x;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05qhw;28;4
/m/02lhm2;/people/person/profession;/m/0dxtg;320;1
/m/0f1jhc;/people/person/nationality;/m/09c7w0;16;1
/m/06z6r;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/0bjv6;1;10
/m/06z6r;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/07fb6;1;21
/m/01hlwv;/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location;/m/05r7t;29;41
/m/0k57l;/people/person/gender;/m/05zppz;3;1
/m/01vwyqp;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01cw7s;25;19
/m/0jz71;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;120;1
/m/0h08p;/music/genre/artists;/m/01w60_p;42;182
/m/0p_47;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09qvc0;9;1
/m/02gt5s;/location/location/contains;/m/0vg8x;5;5
/m/012x4t;/music/group_member/membership./music/group_membership/group;/m/01v0sx2;21;1
/m/04mz10g;/people/person/place_of_birth;/m/0f2tj;2167;14
/m/031b3h;/award/award_category/winners./award/award_honor/ceremony;/m/013b2h;2;1
/m/06jzh;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0cqgl9;195;28
/m/0gvs1kt;/film/film/genre;/m/02n4kr;490;8
/m/0gvs1kt;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0f8l9c;3;1
/m/03qhnx;/location/location/time_zones;/m/02llzg;2089;4
/m/0ggq0m;/music/genre/artists;/m/012vd6;53;497
/m/0gqxm;/award/award_category/nominees./award/award_nomination/nominated_for;/m/05nlx4;7;25
/m/09qvf4;/award/award_category/category_of;/m/0gcf2r;1;1
/m/027c924;/award/award_category/winners./award/award_honor/award_winner;/m/04sry;1;1
/m/0f4_l;/film/film/genre;/m/0219x_;11;3
/m/039bp;/people/person/languages;/m/02h40lc;620;1
/m/01_4mn;/business/business_operation/industry;/m/01mw1;2;1
/m/014l7h;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/0g5lhl7;1;1
/m/02flpq;/award/award_category/winners./award/award_honor/ceremony;/m/01s695;3;1
/m/047gn4y;/film/film/language;/m/02h40lc;3;1
/m/0c0zq;/film/film/film_festivals;/m/0bmj62v;593;2
/m/0grwj;/people/person/profession;/m/03gjzk;10;1
/m/040njc;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0jwvf;6;316
/m/040njc;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0dr3sl;38;359
/m/043q6n_;/people/person/place_of_birth;/m/030qb3t;1838;1
/m/081pw;/film/film_subject/films;/m/05cvgl;2;317
/m/0184jw;/film/actor/film./film/performance/film;/m/01chpn;1583;212
/m/01_0f7;/film/film/country;/m/07ssc;28;1
/m/07gknc;/film/actor/dubbing_performances./film/dubbing_performance/language;/m/02h40lc;75;1
/m/027r7k;/film/film/genre;/m/03npn;353;12
/m/027r7k;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/09c7w0;354;1
/m/0dfw0;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09zzb8;82;1
/m/013zdg;/education/educational_degree/people_with_this_degree./education/education/institution;/m/01rc6f;6;51
/m/0638kv;/people/person/place_of_birth;/m/0f2nf;205;19
/m/043js;/people/person/nationality;/m/09c7w0;6;1
/m/080nwsb;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03rt9;53;6
/m/09jwl;/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person;/m/016k62;31;3101
/m/0b76d_m;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09vw2b7;103;2
/m/027s39y;/film/film/featured_film_locations;/m/02_286;1268;2
/m/05yvfd;/people/person/nationality;/m/03rk0;1;1
/m/0fhxv;/people/person/gender;/m/05zppz;9;1
/m/0fhxv;/people/person/places_lived./people/place_lived/location;/m/0bdg5;415;52
/m/0421v9q;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05qhw;1;1
/m/092_25;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/02lfns;2;18
/m/04p5cr;/tv/tv_program/genre;/m/07s9rl0;2;1
/m/0c4hgj;/time/event/locations;/m/030qb3t;10867;3
/m/03z9585;/film/film/produced_by;/m/027z0pl;55;1
/m/015pxr;/people/person/gender;/m/05zppz;1;1
/m/04j_gs;/film/actor/film./film/performance/film;/m/0gx1bnj;114;125
/m/01rwcgb;/people/person/profession;/m/0dz3r;137;2
/m/09p5mwg;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/01xy5l_;599;11
/m/01j7mr;/tv/tv_program/languages;/m/02h40lc;10;1
/m/0gx_p;/film/actor/film./film/performance/film;/m/02tktw;297;507
/m/0640m69;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0ch6mp2;159;1
/m/02qvyrt;/award/award_category/nominees./award/award_nomination/nominated_for;/m/02_kd;5;35
/m/05t7c1;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/02j62;184;6
/m/05rznz;/base/aareas/schema/administrative_area/administrative_area_type;/m/0hzc9wc;8;1
/m/03clwtw;/film/film/country;/m/0345h;489;2
/m/01mt1fy;/people/person/nationality;/m/09c7w0;62;1
/m/06t8b;/award/award_nominee/award_nominations./award/award_nomination/award;/m/019f4v;10;3
/m/01cwcr;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02xj3rw;2146;245
/m/017zq0;/education/educational_institution/students_graduates./education/education/student;/m/0cmt6q;43;487
/m/01hp22;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/06t8v;2;2
/m/02lyr4;/sports/sports_position/players./sports/sports_team_roster/team;/m/01d5z;1;5
/m/05zjx;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/02h2vv;586;32
/m/05mv4;/education/educational_institution/students_graduates./education/education/student;/m/085pr;72;86
/m/01c1px;/people/person/profession;/m/0dxtg;30;1
/m/02k6rq;/people/person/profession;/m/02hrh1q;98;1
/m/09jrf;/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office;/m/0bq0p9;486;144
/m/06mzp;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics;/m/0sx92;3;1
/m/0mj0c;/people/person/nationality;/m/09c7w0;235;1
/m/01gtcq;/government/legislative_session/members./government/government_position_held/district_represented;/m/04ych;1;1
/m/0crh5_f;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05r4w;37;5
/m/01hw6wq;/common/topic/webpage./common/webpage/category;/m/08mbj5d;30;1
/m/07j8r;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0jgd;54;3
/m/01cj6y;/film/actor/film./film/performance/film;/m/011ysn;275;391
/m/06dv3;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09sb52;3;1
/m/01n7q;/location/location/contains;/m/0dwh5;1;16
/m/03cxqp5;/people/person/gender;/m/05zppz;615;1
/m/0ft7sr;/people/person/profession;/m/02ynfr;7;4
/m/06fcqw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07ssc;13;1
/m/09jd9;/people/person/profession;/m/0cbd2;255;1
/m/01t3h6;/location/location/time_zones;/m/02hcv8;675;1
/m/0c40vxk;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/012wgb;82;33
/m/011j5x;/music/genre/artists;/m/0l8g0;11;62
/m/064t9;/music/genre/artists;/m/0djc3s;1;106
/m/063fh9;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/01vx2h;8;1
/m/023zl;/education/educational_institution/school_type;/m/05jxkf;73;1
/m/02tq2r;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03rbj2;10;1
/m/05d6q1;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/043sct5;17;247
/m/049mql;/film/film/language;/m/02h40lc;2;1
/m/01wmjkb;/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency;/m/09nqf;5;1
/m/0jvtp;/people/deceased_person/place_of_death;/m/04qdj;632;954
/m/07t90;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/01mkq;1;1
/m/01vs5c;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/041y2;32;8
/m/0rlz;/government/politician/government_positions_held./government/government_position_held/basic_title;/m/060c4;1;1
/m/0dky9n;/people/person/gender;/m/05zppz;98;1
/m/01b9z4;/people/person/place_of_birth;/m/0xn7b;932;147
/m/07h1tr;/people/person/gender;/m/05zppz;67;1
/m/01gf5h;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/03r0g9;246;4
/m/0chrx;/location/location/time_zones;/m/02fqwt;1;1
/m/05g_nr;/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team;/m/026dqjm;10;4
/m/05wkw;/education/field_of_study/students_majoring./education/education/major_field_of_study;/m/05qfh;48;5
/m/0g83dv;/film/film/music;/m/012ljv;7;3
/m/02x4sn8;/award/award_category/nominees./award/award_nomination/nominated_for;/m/03vyw8;4;33
/m/02r9p0c;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;248;1
/m/0bpm4yw;/film/film/costume_design_by;/m/03y1mlp;8;1
/m/0dwt5;/music/performance_role/regular_performances./music/group_membership/role;/m/0j871;31;58
/m/07gkgp;/people/person/nationality;/m/0d060g;1382;4
/m/035qgm;/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club;/m/0j46b;28;194
/m/05kj_;/location/statistical_region/religions./location/religion_percentage/religion;/m/01s5nb;3;1
/m/02_kd;/award/award_winning_work/awards_won./award/award_honor/award;/m/02pqp12;77;2
/m/0d05q4;/location/country/form_of_government;/m/018wl5;113;3
/m/01x73;/location/statistical_region/religions./location/religion_percentage/religion;/m/01s5nb;2;1
/m/04l5b4;/sports/sports_team/colors;/m/01l849;252;12
/m/070ltt;/tv/tv_program/country_of_origin;/m/09c7w0;16;1
/m/01gsvb;/government/legislative_session/members./government/government_position_held/district_represented;/m/04rrd;1;1
/m/01d259;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06t2t;34;4
/m/07rzf;/film/actor/film./film/performance/film;/m/046f3p;895;1284
/m/0vbk;/location/location/contains;/m/0qt85;8;185
/m/02cft;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/05lf_;1;1
